AL_TCDD_Bl_adt_F_logFC	AL_TCDD_Li_adt_F_logFC	BA_BPA10mg_Bl_adt_F_logFC	BA_BPA10mg_Li_adt_F_logFC	BA_BPA10ug_Bl_adt_F_logFC	BA_BPA10ug_Li_adt_F_logFC	BI_PM2.5_Bl_adt_F_logFC	BI_PM2.5_Li_adt_F_logFC	DO_DEHP_Bl_adt_F_logFC	DO_DEHP_Li_adt_F_logFC	DO_Pb_Bl_adt_F_logFC	DO_Pb_Li_adt_F_logFC	MU_PM2.5_Bl_adt_F_logFC	MU_PM2.5_Li_adt_F_logFC	WK_TBT_Bl_adt_F_logFC	WK_TBT_Li_adt_F_logFC	Type
chr15,78572634,78572987	0	0	0	0	0	0	0	0	0	0	0	0	-0.601849220088665	-0.598867664524285	0	0	MU_PM2.5_F_adt
chr16,95827458,95827770	0	0	0	0	0	0	0	0	0	0	0	0	-0.663745570511087	-0.642755036161042	0	0	MU_PM2.5_F_adt
chr16,87688901,87689539	0	0	0	0	0	0	0	0	0	0	0	0	-0.681605990888316	-0.615344693580549	0	0	MU_PM2.5_F_adt
chr6,125367692,125368119	0	0	0	0	0	0	0	0	0	0	0	0	-0.657960678013848	-0.746946143621192	0	0	MU_PM2.5_F_adt
chr15,81021414,81021892	0	0	0	0	0	0.640558298272705	0	0	0	0	0	0	-1.03584746028362	-0.625608547969797	0	0	MU_PM2.5_F_adt
chr5,113776895,113777203	0	0	0	0	0	0.616945391798987	0	0	0	0	0	0	-0.770625290298832	-0.818006162495188	0	0	MU_PM2.5_F_adt
chr5,125358121,125358607	0	0	0	0	0	0	0	0	0	0	0	0	-0.811565708247194	-0.626176379202395	0	0	MU_PM2.5_F_adt
chr15,6601354,6601675	0	0	0	0	0	0	0	0	0	0	0	0	-0.865018248742785	-0.650236698487649	0	0	MU_PM2.5_F_adt
chr19,5929645,5930529	0	0	0	0	0	0	0	0	0	0	0	0	-0.679622328724242	-0.591326305734466	0	0	MU_PM2.5_F_adt
chr2,73475578,73475970	0	0	0	0	0	0	0	0	0	0	0	0	-0.774526245041255	-0.599709743543541	0.598400368695018	0	MU_PM2.5_F_adt
chr16,31290313,31290666	0	0	0	0	0	0	0	0	0	0	0	0	-0.988165084289523	-0.735903123931882	0	0	MU_PM2.5_F_adt
chr15,100673841,100674350	0	0	0	0	0	0	0	0	0	0	0	0	-0.940120103394137	-0.616150344677934	0	0	MU_PM2.5_F_adt
chr5,34695461,34695813	0	0	0	0	0	0	0	0	0	0	0	0	-1.04772782385902	-0.720969800647954	0	0	MU_PM2.5_F_adt
chr8,92853179,92853478	0	0	0	0	0	0	0	0	0	0	0	0	-1.01686792514267	-0.68697772788561	0	0	MU_PM2.5_F_adt
chr8,72008283,72008740	0	0	0	0	0	0	0	0	0	0	0	0	-0.61880697078274	-0.674135011523353	0	0	MU_PM2.5_F_adt
chr19,4294357,4294980	0	0	0	0	0	0	0	0	0	0	0	0	-0.601483406837484	-0.717883567888168	0	0	MU_PM2.5_F_adt
chr5,140642114,140642421	0	0	0	0	0	0	0	0	0	0	0	0	-0.797569272539965	-0.659646605479332	0	0	MU_PM2.5_F_adt
chr11,115133838,115134212	0	0	0	0	0	0	0	0	0	0	0	0	-1.01652643112458	-0.660828583026482	0	-0.655639821795367	MU_PM2.5_F_adt
chr11,119375418,119375778	0	0	0	0	0	0	0	0	0	0	0	0	-0.9271423021584	-0.686823248907484	0	-0.640323588716339	MU_PM2.5_F_adt
chr16,89848585,89848994	0	0	0	0	0	0	0	0	0	0	0	0	-0.834628556187593	-0.68295201790853	0	0	MU_PM2.5_F_adt
chr7,43544314,43544909	0	0	0	0	0	0	0	0	0	0	0	0	-1.40583934361422	-0.668024616645448	0	0	MU_PM2.5_F_adt
chr17,33563610,33564065	0	0	0	0	0	0	0	0	0	0	0	0	-1.22490336625575	-0.699271153534482	0	0	MU_PM2.5_F_adt
chr6,50252731,50253095	0	0	0	0	0	0	0	0	0	0	0	0	-0.944864488290324	-0.598202895532301	0	0	MU_PM2.5_F_adt
chr11,96765528,96766016	0	0	0	0	0	0	0	0	0	0	0	0	-1.0508303502065	-0.642319377708766	0	0	MU_PM2.5_F_adt
chr17,47225336,47225925	0	0	0.717284682741808	0	0	0	0	0	0	0	0	0	-1.00701017393601	-0.680747000097401	0	0	MU_PM2.5_F_adt
chr3,9884896,9885335	0	0	0	0	0	0	0	0	0	0	0	0	-0.717327593771451	-0.665872187004913	0	0	MU_PM2.5_F_adt
chr8,80325224,80325602	0	0	0	0	0	0	0	0	0	0	0	0	-1.00160805883457	-0.62795692648241	0.696360696208281	0	MU_PM2.5_F_adt
chr1,171849452,171849876	0	0	0	0	0	0	0	0	0	0	0	0	-0.92725409163057	-0.711181086003178	0	0	MU_PM2.5_F_adt
chr9,21527890,21528261	0	0	0.606087389540036	0	0	0	0	0	0	0	0	0	-1.21686287376895	-0.696341186040789	0	0	MU_PM2.5_F_adt
chrY,90740075,90740579	0	0	-0.740220594243476	0	0	0	0	0	0	0	0	0	0.780785102518148	-0.918348251918547	0	0	MU_PM2.5_F_adt
chr11,18957772,18958042	0	0	0	0	0	0	0	0	0	0	0	0	0.758303975206117	-0.592216100061209	0	0	MU_PM2.5_F_adt
chr18,80312836,80313292	0	0	0	0	0	0	0	0	0	0	0	0	0.635459830935103	-0.636869535583455	0	0	MU_PM2.5_F_adt
chr1,9857617,9857865	0	0	0	0	0	0	0	0	0	0	0	0	0.660277692241221	-0.681250566395614	0	0	MU_PM2.5_F_adt
chr11,103142410,103142838	0	0	0	0	0	0	0	0	0	0	0	0	0.606117338532246	-0.688933245878112	0	0	MU_PM2.5_F_adt
chr13,102698696,102699024	0	0	0	0	0	0	0	0	0	0	0	0	0.629869989835352	-0.60132928678098	0	0	MU_PM2.5_F_adt
chr5,107148160,107148666	0	0	0	0	0	0	0	0	0	0	0	0	0.630792116664131	-0.609291738711561	0	0	MU_PM2.5_F_adt
chr9,118662461,118662915	0	0	0	0	0	0	0	0	0	0	0	0	0.588775779376447	-0.660718924710201	0	0	MU_PM2.5_F_adt
chr2,14165621,14166068	0	0	0	0.650190362243506	0	0	0	0	0	0	0	0	0.74840036366327	-0.610499967518717	0	0	MU_PM2.5_F_adt
chr8,85380680,85381343	0	0	0	0.674131728268852	0	0	0	0	0	0	0	0	0.791978838398609	-0.728418841405427	0	0	MU_PM2.5_F_adt
chr10,60931875,60932393	0	0	0	0.627785497502774	0	0	0	0	0	0	0	0	0.713036038668246	-0.633870484370025	0	0	MU_PM2.5_F_adt
chr10,94931927,94932531	0	0	0	0.661562237988866	0	0	0	0	0	0	0	0	1.1186006209841	-0.613992925958438	0	0	MU_PM2.5_F_adt
chr1,189727379,189728579	0	0	-0.604629980599296	0	0	0	0	0	0	0	0	0	0.727123686528372	-0.61292333977273	0	0	MU_PM2.5_F_adt
chr2,131204507,131205044	0	0	0	0	0	0	0	0	0	0	0	0	0.623668630697372	-0.690145083958319	0	0	MU_PM2.5_F_adt
chr3,90446315,90447097	0	0	0	0	0	0	0	0	0	0	0	0	0.716784131631853	-0.693821379326952	0	0	MU_PM2.5_F_adt
chr11,6011852,6012431	0	0	0	0	0	0	0	0	0	0	0	0	1.01591978815653	1.13070616439228	0	0	MU_PM2.5_F_adt
chr11,6012773,6013648	0	0	0	0	0	0	0	0	0	0	0	0	0.964722842103091	1.10194348536579	0	0	MU_PM2.5_F_adt
chr11,5912752,5913358	0	0	0	0	0.644855837134369	0	0	0	0	0	0	0	0.723546628322733	0.620863501391722	0	0	MU_PM2.5_F_adt
chr12,8840856,8841212	0	0	0	0	0	0	0	0	0	0	0	0	0.593996042586345	0.597835912760754	0	0	MU_PM2.5_F_adt
chr9,65312509,65313439	0	1.12233648577109	0	0	0	0	0.678427830183407	0	0	0	0	0	0.597165570302085	0.777149456937562	0	-0.699303863433581	MU_PM2.5_F_adt
chr4,3067712,3068100	0	0	-0.986683670432316	0	-0.944008213716242	0	0	0	0	0	0	0	0.981002188441478	0.675525175110778	0	0	MU_PM2.5_F_adt
chr2,3050070,3050461	0	0	-0.673070888043544	0	-0.654898521577226	0	0	0	0	0	0	0	1.04498341082531	0.621682837856925	0	0	MU_PM2.5_F_adt
chr4,3236249,3236680	0	0	0	0	0	0	0	0	0	0	0	0	0.828731352455425	0.619162563916325	0	0	MU_PM2.5_F_adt
chr13,119613201,119613846	0	0	0	0	0	0	0	0	0	0	0	0	0.645529662157865	0.591728242177172	0	0	MU_PM2.5_F_adt
chr4,147436733,147437422	0	0	0	0	0	-0.586976031626255	0	0	0	0	0	0	0.614261851665635	0.782526247880673	0	0	MU_PM2.5_F_adt
chr18,82161642,82162162	0	0	0	0	-0.630185952077532	0	0	0	0	0	0	0	0.865293381595459	0.861682687951619	0	0	MU_PM2.5_F_adt
chr17,13590307,13591602	0	0	0	0	0	0	0	0	-0.586625452336104	0	0	0	0.845696544909813	0.620176688335682	0	0	MU_PM2.5_F_adt
chr4,147421863,147422430	0	0	0	0	0	0	0	0	0	0	0	0	0.619756202531097	0.804528626429833	0	0	MU_PM2.5_F_adt
chr4,146455326,146455758	0	0	0	-0.585145332205171	0	0	0	0	0	0	0	0	0.77733080323381	0.59135704398511	0	0	MU_PM2.5_F_adt
chr8,71131726,71132068	0	0	-0.626907052087328	0	0	0	0	0	0	0	0	0	0.896792550616989	0.651753760877715	0	0	MU_PM2.5_F_adt
chr19,58245905,58246266	0	0	0	0	0	0	0	0	0	0	0	0	0.897002507481229	0.707252119199994	0	0	MU_PM2.5_F_adt
chr4,3068963,3069235	0	0	0	0	0	0	0	0	0	0	0	0	0.866849513573079	0.714281742235748	0	0	MU_PM2.5_F_adt
chr1,26685983,26686613.1	0	0	0	0	-0.591641836962286	-0.709797209062393	0	0	0	0	0	0	0.856825668439836	0.636915351619547	0	0	MU_PM2.5_F_adt
chr17,23329036,23329651	0	0	0	0	0	0	0	0	0	0	0	0	0.648590097372326	0.631429731662127	0	0	MU_PM2.5_F_adt
chr8,128481922,128482231	0	0	0	0	0	0	0	0	0	0	0	0	0.671506048134705	0.591936620020889	0	0	MU_PM2.5_F_adt
chr2,3964425,3964689	0	0	0	0	0	0	0	0	0	0	0	0	0.760579458324623	0.751868617136806	0	0	MU_PM2.5_F_adt
chr4,147398710,147399120	0	0	-0.612802390859544	0	0	0	0	0	0	0	0	0	0.706606091579153	0.638620029430466	0	0	MU_PM2.5_F_adt
chr12,105436070,105436290	0	0	0	0	0	0	0	0	0	0	0	0	0.72823467057869	0.611854097543106	0	0	MU_PM2.5_F_adt
chr7,84358548,84358862	0	0	0	0	0	0	0	0	0	0	0	0	0.836440464207126	0.59624793887213	0	0	MU_PM2.5_F_adt
chrX,140998058,140998719	0	0	0	0	0	0	0	0	0	0	0	0	0.786570575025951	0.600941097528006	0	0	MU_PM2.5_F_adt
chr4,3069332,3069709	0	0	0	0	0	0	0	0	0	0	0	0	1.05013813076754	0.678885186849637	0	0	MU_PM2.5_F_adt
chr4,147335731,147336209	0	0	0	0	0	0	0	0	0	0	0	0	0.903031239135579	0.773758755283269	0	0	MU_PM2.5_F_adt
chr4,3050032,3050640	0	0	0	0	0	0	0	0	0	0	0	0	1.21800660679394	0.649090005868277	0	0	MU_PM2.5_F_adt
chr8,71130539,71131194	0	0	0	0	0	0	0	0	0	0	0	0	0.815710388431511	0.824645385465573	0	0	MU_PM2.5_F_adt
chr18,82170402,82170879	0	0	0	0	0	-0.643012722413379	0	0	0	0	0	0	0.849037735122146	0.91632175163118	0	0	MU_PM2.5_F_adt
chr4,147336761,147337179	0	0	0	0	0	0	0	0	0	0	0	0	0.669855471489803	0.734010698155864	0	0	MU_PM2.5_F_adt
chr11,109986362,109986805	0	0	0	0	0	0	0	0	0	0	0	0	0.772161261991969	0.739470170323298	0	0	MU_PM2.5_F_adt
chr4,147430753,147431182	0	0	0	0	0	0	0	0	0	0	0	0	0.822244771617543	0.64286666683849	0	0	MU_PM2.5_F_adt
chr16,3232682,3232965	0	0	0	0	0	0	0	0	0	0	0	0	0.939176523375847	0.620700268882918	0	0	MU_PM2.5_F_adt
chrX,135053782,135054468	0	0	0	0	0	0	0	0	0	0	0	0	0.953664420257003	0.696867895446983	0	0	MU_PM2.5_F_adt
chr11,88967853,88968878	0	0	0	0	0	0	0	0	0	0	0	0	0.945015366495275	0.635449920690006	0	0	MU_PM2.5_F_adt
chr16,3231552,3231960	0	0	-0.59871184615183	0	0	0	0	0	0	0	0	0	0.854434373006132	0.655398562762542	0	0	MU_PM2.5_F_adt
chr16,3234029,3234713	0	0	0	0	0	-0.648729399721897	0	0	0	0	0	0	0.976183633961414	0.711104486853113	0	0	MU_PM2.5_F_adt
chr17,23433272,23433784.1	0	0	0	-0.665151439713461	-0.724728993657697	-1.04202366445643	0	0	0	0	0	0	0.840362925250139	0.610133342294395	0.762160306539688	0	MU_PM2.5_F_adt
chrX,31158721,31159226	0	0	0	0	0	-0.626935277816496	0.593792541712377	0	0	0	0	0	0.763785800585745	0.771869455392699	0	0.704239027759169	MU_PM2.5_F_adt
chr4,146444407,146444897	0	0	0	0	0	0	0	0	0	0	0	0	0.604374641234739	0.593419769145402	0	0	MU_PM2.5_F_adt
chr9,31079688,31080151	0	0	0	0	0	0	0	0	0	0	0	0	0.607536491040497	0.608041589523227	0	0	MU_PM2.5_F_adt
chr7,141016821,141017255	0	0	1.56183002570754	0	1.12447778720017	0	0	0	0	0	0	0	-0.698760096965317	0	0.667275188916188	-0.808134605031692	WK_TBT_F_adt
chr15,79413855,79414097	0	0	0	0	0	0	0	0	0	0	0	0	-1.12296404314081	0	0.644643184777771	-0.633592406449799	WK_TBT_F_adt
chr17,17867142,17867460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727695352914779	-0.587841860000141	WK_TBT_F_adt
chr8,120102902,120103154	0	0	0	0	0	0	0	0	0	0	0	0	-1.05619200438939	0	0.877152740354475	-0.657013065461126	WK_TBT_F_adt
chr2,50690153,50690553	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.690783035765403	0.94663645448935	-0.596749953070893	WK_TBT_F_adt
chr9,66907877,66908325	0	0	0	0	0	0	0.668028852254938	0	0	0	0	0	-0.804785816489638	0	0.987220064876053	-0.63142288073737	WK_TBT_F_adt
chr1,54798474,54798768	0	0	0	0	0	0	0	0	0	0	0	0	-0.750508181231793	0	0.629561230217825	-0.697667782685929	WK_TBT_F_adt
chr9,59537802,59538071	0	0	0	0	0	0	0	0	0	0	0	0	-0.966597753861537	0	0.603950826167307	-0.587102501821124	WK_TBT_F_adt
chr14,45667248,45667645	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.639181353362869	0.673685231280476	-0.616942166479656	WK_TBT_F_adt
chr10,21890309,21890687.1	0	0	0	0	0	0	0	0	0	0	0	0	-1.05656576195886	-0.663336228535756	0.648033332489858	-0.632997097344243	WK_TBT_F_adt
chr9,88705257,88705591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615172522270569	-0.736805239589161	WK_TBT_F_adt
chr1,174031733,174031985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05432218877698	-0.776576796608947	WK_TBT_F_adt
chr15,66746403,66746796.1	0	0	0	0	0	0	0	0	0	0	0	0	-1.47022790651154	-0.594343972000831	0.992345300308729	-0.646349778832526	WK_TBT_F_adt
chr2,36244757,36245090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974524093290321	-0.600916180138753	WK_TBT_F_adt
chr15,91172158,91172526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596179673467708	-0.702606401252643	WK_TBT_F_adt
chr6,97829212,97829650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.684526415862723	-0.636624229926141	WK_TBT_F_adt
chr2,131086720,131086954	0	0	0	0	0	0.589731324504422	0	0	0	0	0	0	0	0	0.633195690369546	-0.652709550071452	WK_TBT_F_adt
chr7,97026868,97027261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622457203315763	-0.638337787350951	WK_TBT_F_adt
chr11,70374385,70374662	0	0	0	0	0.68874651819215	0	0	0	0	0	0	0	0	0	0.653149771558292	-0.74597648794035	WK_TBT_F_adt
chr2,45236207,45236569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587553145258341	-0.855424423403855	WK_TBT_F_adt
chr6,145765030,145765362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842480382297122	-0.602638054648992	WK_TBT_F_adt
chr10,19548084,19548328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622083955568407	-0.671141766908549	WK_TBT_F_adt
chr6,137386394,137386669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664921097627672	-0.697948376939229	WK_TBT_F_adt
chr3,116162056,116162578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658038930114156	-0.680595499026473	WK_TBT_F_adt
chr6,115321426,115321719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664226140124885	-0.720468124556134	WK_TBT_F_adt
chr13,107810457,107811048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64574034502118	-0.653862109050305	WK_TBT_F_adt
chr19,34570015,34570423	0	0	0	0.633235201672493	0	0	0	0	0	0	0	0	0	0	0.60277678780739	-0.738030888786305	WK_TBT_F_adt
chr11,50038622,50039142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61084050992293	-0.593397470820915	WK_TBT_F_adt
chr11,85697555,85697843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796886365774991	-0.751019277397477	WK_TBT_F_adt
chr5,146819312,146819713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70623906098116	-0.67793893069392	WK_TBT_F_adt
chr7,133047363,133047612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691727551242642	-0.6775197077165	WK_TBT_F_adt
chr8,25447987,25448262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630092274393441	-0.68594192036868	WK_TBT_F_adt
chr11,5512181,5512651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585282612808274	-0.677389702077909	WK_TBT_F_adt
chr7,141057073,141057325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.684092722072454	-0.682811991489691	WK_TBT_F_adt
chr5,135909533,135909843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71505943630458	-0.769590666245537	WK_TBT_F_adt
chr7,97375978,97376225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.758539014122797	-0.871172458099168	WK_TBT_F_adt
chr7,19461618,19461815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587276962865781	-0.718168663565564	WK_TBT_F_adt
chr16,50760003,50760297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.614749218239842	-0.777998029328291	WK_TBT_F_adt
chr19,32950297,32950559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623459069467904	-0.795261751365706	WK_TBT_F_adt
chr13,112076171,112076437	0	0	0	0	0	0.636371151427417	0	0	0	0	0	0	0	0	0.658590775671221	0.585317939490635	WK_TBT_F_adt
chr3,37073280,37073530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84577354535663	0.687714459627482	WK_TBT_F_adt
chr10,69248349,69249034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.615097065450511	-0.632796151215229	WK_TBT_F_adt
chr5,36399025,36399293	0	0	-0.871538689220128	0	0	0	0	0	0	0	0	0	0	0	-0.678848412959508	0.603546249420334	WK_TBT_F_adt
chr8,113664630,113664890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.650508462268737	0.760441986000447	WK_TBT_F_adt
