Female	Female_direct	name	type	Male	Male_direct	feature	tissue
-0.668114546	down	BC043934	Walker_TBT	0.605599751	up	DEG	Blood_adult
0.852502212	up	Bcl11a	Walker_TBT	0.701734998	up	DEG	Blood_adult
0.599389778	up	BE692007	Walker_TBT	1.04837167	up	DEG	Blood_adult
-2.235808421	down	C1qa	Walker_TBT	-2.374340984	down	DEG	Blood_adult
-1.996425491	down	C1qb	Walker_TBT	-1.773281783	down	DEG	Blood_adult
-2.172076197	down	C1qc	Walker_TBT	-2.496955617	down	DEG	Blood_adult
0.686409759	up	Ccdc15	Walker_TBT	0.768372607	up	DEG	Blood_adult
-1.258876708	down	Ccdc80	Walker_TBT	-1.351513553	down	DEG	Blood_adult
0.710751171	up	Ccr2	Walker_TBT	-0.998395133	down	DEG	Blood_adult
-1.63610887	down	Cd209d	Walker_TBT	1.527456876	up	DEG	Blood_adult
0.751757719	up	Cd36	Walker_TBT	0.595226185	up	DEG	Blood_adult
-2.388132071	down	Cd5l	Walker_TBT	-2.009200952	down	DEG	Blood_adult
0.708692321	up	Cdc73	Walker_TBT	0.767996891	up	DEG	Blood_adult
0.757710358	up	Cenpq	Walker_TBT	0.767877717	up	DEG	Blood_adult
0.67062802	up	Cep85l	Walker_TBT	0.595775077	up	DEG	Blood_adult
-1.104668609	down	Cfp	Walker_TBT	-1.16917354	down	DEG	Blood_adult
-0.716007315	down	Ckb	Walker_TBT	-0.777764307	down	DEG	Blood_adult
-0.693453142	down	Clec4d	Walker_TBT	-0.870587141	down	DEG	Blood_adult
1.319332812	up	Col5a3	Walker_TBT	1.596113449	up	DEG	Blood_adult
1.133216604	up	Cpox	Walker_TBT	0.61973458	up	DEG	Blood_adult
-1.620342496	down	Crispld2	Walker_TBT	-3.360718694	down	DEG	Blood_adult
0.656784719	up	Eif1	Walker_TBT	0.701009551	up	DEG	Blood_adult
0.874694806	up	Ell3	Walker_TBT	1.147152049	up	DEG	Blood_adult
0.708784509	up	Enah	Walker_TBT	-0.93356718	down	DEG	Blood_adult
-0.937042031	down	Espn	Walker_TBT	-0.982119315	down	DEG	Blood_adult
0.623998685	up	Fam222b	Walker_TBT	-0.840189776	down	DEG	Blood_adult
-2.502887641	down	Fcer1a	Walker_TBT	1.493333046	up	DEG	Blood_adult
0.597459185	up	Fchsd2	Walker_TBT	0.81536965	up	DEG	Blood_adult
-2.246120764	down	Fcna	Walker_TBT	-2.428032607	down	DEG	Blood_adult
-1.301985819	down	Fgfr1	Walker_TBT	-1.703608914	down	DEG	Blood_adult
-0.801182142	down	Fmc1	Walker_TBT	0.625435526	up	DEG	Blood_adult
0.823843219	up	Fus	Walker_TBT	0.728087971	up	DEG	Blood_adult
-1.198955434	down	Gm10123	Walker_TBT	-0.641036618	down	DEG	Blood_adult
-0.596374343	down	Gm10275	Walker_TBT	0.705453501	up	DEG	Blood_adult
-0.884793664	down	Gm11868	Walker_TBT	-1.415593392	down	DEG	Blood_adult
-1.652888032	down	Gm14586	Walker_TBT	-0.717230528	down	DEG	Blood_adult
0.778594862	up	Gm15411	Walker_TBT	0.798373432	up	DEG	Blood_adult
-0.949604469	down	Gm15459	Walker_TBT	-0.88711408	down	DEG	Blood_adult
0.626170705	up	Gm15675	Walker_TBT	1.049980354	up	DEG	Blood_adult
0.932852228	up	Gm15991	Walker_TBT	0.684281402	up	DEG	Blood_adult
0.635115211	up	Gm21781	Walker_TBT	0.789143431	up	DEG	Blood_adult
-2.278980047	down	Gm24245	Walker_TBT	-4.315906701	down	DEG	Blood_adult
-2.510914912	down	Gm25732	Walker_TBT	-4.40186959	down	DEG	Blood_adult
0.694013204	up	Gm32051	Walker_TBT	1.086193731	up	DEG	Blood_adult
0.803438085	up	Gm34220	Walker_TBT	0.770914192	up	DEG	Blood_adult
-1.317078322	down	Gm37065	Walker_TBT	0.698735063	up	DEG	Blood_adult
-1.235231043	down	Gm38158	Walker_TBT	-1.258164605	down	DEG	Blood_adult
0.973402746	up	Gm38190	Walker_TBT	1.321711962	up	DEG	Blood_adult
0.823755813	up	Gm42715	Walker_TBT	0.84528917	up	DEG	Blood_adult
1.04839805	up	Gm42870	Walker_TBT	0.889428714	up	DEG	Blood_adult
0.690057196	up	Gm43328	Walker_TBT	0.709993837	up	DEG	Blood_adult
0.731493884	up	Gm44891	Walker_TBT	1.213804807	up	DEG	Blood_adult
0.926334183	up	Gm45640	Walker_TBT	-0.853418888	down	DEG	Blood_adult
1.004121626	up	Gm6545	Walker_TBT	0.955408378	up	DEG	Blood_adult
-1.020135959	down	Gm6704	Walker_TBT	-0.960468952	down	DEG	Blood_adult
-0.598911459	down	Gm8186	Walker_TBT	0.728209095	up	DEG	Blood_adult
-0.796978074	down	Gnb5	Walker_TBT	-0.966704992	down	DEG	Blood_adult
0.885925432	up	Gp1ba	Walker_TBT	-0.783175265	down	DEG	Blood_adult
0.833093135	up	Gpr35	Walker_TBT	-1.086500697	down	DEG	Blood_adult
-1.552428064	down	Gprc5b	Walker_TBT	-1.40561246	down	DEG	Blood_adult
-1.015829316	down	Hcar2	Walker_TBT	-0.778471577	down	DEG	Blood_adult
0.607673523	up	Hsd17b7	Walker_TBT	0.621603601	up	DEG	Blood_adult
-0.975500077	down	Ier3	Walker_TBT	-1.328756206	down	DEG	Blood_adult
0.624997241	up	Ifi203	Walker_TBT	0.64902333	up	DEG	Blood_adult
1.182039972	up	Ifi207	Walker_TBT	-1.080495862	down	DEG	Blood_adult
-1.559660398	down	Ighv1-59	Walker_TBT	1.074776721	up	DEG	Blood_adult
-1.002803116	down	Ighv1-76	Walker_TBT	0.836276313	up	DEG	Blood_adult
-1.639096497	down	Ighv12-3	Walker_TBT	-1.172033383	down	DEG	Blood_adult
0.60420336	up	Igip	Walker_TBT	0.8957527	up	DEG	Blood_adult
-0.963367061	down	Igkv1-122	Walker_TBT	1.406788139	up	DEG	Blood_adult
-0.833001545	down	Igkv12-46	Walker_TBT	0.953004444	up	DEG	Blood_adult
0.650478338	up	Igkv15-103	Walker_TBT	0.850199612	up	DEG	Blood_adult
-0.709154251	down	Igkv17-121	Walker_TBT	0.892583429	up	DEG	Blood_adult
-0.589939517	down	Igkv4-50	Walker_TBT	1.123810477	up	DEG	Blood_adult
-0.879874952	down	Igkv4-57	Walker_TBT	0.996188163	up	DEG	Blood_adult
-0.94213325	down	Igkv4-59	Walker_TBT	1.06362754	up	DEG	Blood_adult
-0.632978187	down	Igkv5-43	Walker_TBT	0.696571746	up	DEG	Blood_adult
-0.592594524	down	Igkv6-17	Walker_TBT	1.069995075	up	DEG	Blood_adult
-0.645958003	down	Igkv6-23	Walker_TBT	0.999152993	up	DEG	Blood_adult
-0.865422588	down	Igkv6-32	Walker_TBT	0.757987711	up	DEG	Blood_adult
-0.74754807	down	Iglv1	Walker_TBT	0.793074198	up	DEG	Blood_adult
-0.873209096	down	Irf6	Walker_TBT	1.09858766	up	DEG	Blood_adult
0.658805467	up	Itga5	Walker_TBT	-0.755455092	down	DEG	Blood_adult
-0.782346159	down	Jaml	Walker_TBT	-0.667322478	down	DEG	Blood_adult
-1.290982557	down	Jhy	Walker_TBT	-1.588602767	down	DEG	Blood_adult
1.027344188	up	Jpx	Walker_TBT	0.616145165	up	DEG	Blood_adult
-1.298319917	down	Lars2	Walker_TBT	-2.928852907	down	DEG	Blood_adult
-1.699737128	down	Lbp	Walker_TBT	-1.404314808	down	DEG	Blood_adult
-0.797853669	down	Ldhb	Walker_TBT	-0.786689448	down	DEG	Blood_adult
0.859153079	up	Lrp1	Walker_TBT	-0.956507176	down	DEG	Blood_adult
-0.649997876	down	Ly6d	Walker_TBT	0.673866422	up	DEG	Blood_adult
0.79915936	up	Lyve1	Walker_TBT	-1.919276142	down	DEG	Blood_adult
-0.836008971	down	Magee1	Walker_TBT	-1.078944304	down	DEG	Blood_adult
0.599996604	up	Maml3	Walker_TBT	-0.633484578	down	DEG	Blood_adult
0.895618698	up	Mapre3	Walker_TBT	0.947218091	up	DEG	Blood_adult
-0.736919334	down	Marveld1	Walker_TBT	-0.959832351	down	DEG	Blood_adult
-0.869308431	down	Mdk	Walker_TBT	-0.92049118	down	DEG	Blood_adult
-0.867313947	down	Mfsd13a	Walker_TBT	-1.319641997	down	DEG	Blood_adult
1.076878064	up	Mfsd7a	Walker_TBT	-1.239702888	down	DEG	Blood_adult
0.828641503	up	Muc3a	Walker_TBT	0.639682708	up	DEG	Blood_adult
-0.726782972	down	Myadml2	Walker_TBT	-0.877884479	down	DEG	Blood_adult
-2.533127448	down	n-R5-8s1	Walker_TBT	-5.187400933	down	DEG	Blood_adult
0.686970534	up	Nav1	Walker_TBT	-0.828089087	down	DEG	Blood_adult
0.635751836	up	Ndufaf2	Walker_TBT	0.738866333	up	DEG	Blood_adult
-1.160417998	down	Nicn1	Walker_TBT	0.637504788	up	DEG	Blood_adult
0.59846225	up	Oas2	Walker_TBT	-0.711420476	down	DEG	Blood_adult
-0.771979731	down	Osm	Walker_TBT	-0.988409038	down	DEG	Blood_adult
1.001511123	up	Pcbp2	Walker_TBT	0.724121869	up	DEG	Blood_adult
0.59457141	up	Pds5b	Walker_TBT	0.663933114	up	DEG	Blood_adult
0.66485172	up	Pid1	Walker_TBT	-0.729394438	down	DEG	Blood_adult
1.069954772	up	Plcb1	Walker_TBT	-0.846065305	down	DEG	Blood_adult
0.87056487	up	Plekhg1	Walker_TBT	-0.673922748	down	DEG	Blood_adult
-1.525090621	down	Plxdc2	Walker_TBT	-1.261087666	down	DEG	Blood_adult
-1.081375081	down	Ppp1ccb	Walker_TBT	-1.155952892	down	DEG	Blood_adult
-0.655965134	down	Ptger2	Walker_TBT	-0.757010139	down	DEG	Blood_adult
-0.727059178	down	Rab11fip5	Walker_TBT	-0.972461805	down	DEG	Blood_adult
0.872442501	up	Rab13	Walker_TBT	-1.121262801	down	DEG	Blood_adult
-0.774489968	down	Rab44	Walker_TBT	-0.987217616	down	DEG	Blood_adult
-2.376104388	down	Rag1	Walker_TBT	0.879625237	up	DEG	Blood_adult
0.590710925	up	Rbm4	Walker_TBT	0.595411975	up	DEG	Blood_adult
0.609762689	up	Rbms2	Walker_TBT	0.978440875	up	DEG	Blood_adult
0.880513371	up	Rfx7	Walker_TBT	0.667799645	up	DEG	Blood_adult
0.781540141	up	Rnf150	Walker_TBT	-0.822132983	down	DEG	Blood_adult
-0.585807989	down	Rpl22l1	Walker_TBT	0.761570463	up	DEG	Blood_adult
-0.994539817	down	Rps13-ps2	Walker_TBT	0.744415442	up	DEG	Blood_adult
-0.637129705	down	Rps18	Walker_TBT	0.656706173	up	DEG	Blood_adult
-0.588108791	down	Rps25	Walker_TBT	0.606165481	up	DEG	Blood_adult
-0.983972426	down	Rps25-ps1	Walker_TBT	0.625137785	up	DEG	Blood_adult
-0.847570031	down	Rtl8b	Walker_TBT	-0.750153074	down	DEG	Blood_adult
-2.655505171	down	Saa3	Walker_TBT	-3.208696481	down	DEG	Blood_adult
-0.845892842	down	Sall2	Walker_TBT	-1.037139162	down	DEG	Blood_adult
-1.317441037	down	Scn1b	Walker_TBT	-1.382505946	down	DEG	Blood_adult
1.282970106	up	Scp2-ps2	Walker_TBT	0.957283981	up	DEG	Blood_adult
-1.018328739	down	Sdf2l1	Walker_TBT	-0.651877626	down	DEG	Blood_adult
0.787295735	up	Selenot	Walker_TBT	0.624492686	up	DEG	Blood_adult
0.647884378	up	Sestd1	Walker_TBT	-0.863765243	down	DEG	Blood_adult
-0.840598483	down	Setmar	Walker_TBT	-0.755319674	down	DEG	Blood_adult
0.58889788	up	Shtn1	Walker_TBT	-0.729856955	down	DEG	Blood_adult
1.643593234	up	Siglec1	Walker_TBT	-1.377832057	down	DEG	Blood_adult
-1.268674048	down	Slc25a29	Walker_TBT	0.987735456	up	DEG	Blood_adult
-1.031683184	down	Slc52a3	Walker_TBT	-0.762073372	down	DEG	Blood_adult
-1.139176697	down	Slc5a6	Walker_TBT	0.775932957	up	DEG	Blood_adult
0.884384222	up	Slc7a8	Walker_TBT	-0.793570639	down	DEG	Blood_adult
-1.000798932	down	Slpi	Walker_TBT	-1.005105489	down	DEG	Blood_adult
-1.087668308	down	Smpd5	Walker_TBT	-0.604959972	down	DEG	Blood_adult
-0.629538292	down	Snrpert	Walker_TBT	0.882376043	up	DEG	Blood_adult
0.7108124	up	Socs4	Walker_TBT	0.742688714	up	DEG	Blood_adult
0.85861713	up	Spop	Walker_TBT	0.608362331	up	DEG	Blood_adult
0.61433692	up	Srcap	Walker_TBT	0.627651641	up	DEG	Blood_adult
0.648226364	up	Stambp	Walker_TBT	0.975429951	up	DEG	Blood_adult
-0.977095969	down	Stpg1	Walker_TBT	-1.152472308	down	DEG	Blood_adult
0.741948911	up	Styx	Walker_TBT	0.754496023	up	DEG	Blood_adult
-0.748754305	down	Tacstd2	Walker_TBT	-0.60086412	down	DEG	Blood_adult
0.631678536	up	Tcea1	Walker_TBT	0.599058025	up	DEG	Blood_adult
-0.60947544	down	Tcn2	Walker_TBT	-1.264646411	down	DEG	Blood_adult
0.682772556	up	Tfe3	Walker_TBT	-0.712465336	down	DEG	Blood_adult
-1.161963252	down	Thbs3	Walker_TBT	-1.148555982	down	DEG	Blood_adult
0.749462505	up	Ticam2	Walker_TBT	-0.696863962	down	DEG	Blood_adult
-1.209731945	down	Timp2	Walker_TBT	-0.771627498	down	DEG	Blood_adult
-0.804440851	down	Tnfrsf23	Walker_TBT	-0.897425153	down	DEG	Blood_adult
-1.72621546	down	Tppp3	Walker_TBT	-0.775684792	down	DEG	Blood_adult
-1.235977276	down	Trgv2	Walker_TBT	-1.314215382	down	DEG	Blood_adult
-0.708666017	down	Ung	Walker_TBT	0.647854809	up	DEG	Blood_adult
2.222556338	up	Vcan	Walker_TBT	-2.456937259	down	DEG	Blood_adult
-0.668444456	down	Vim	Walker_TBT	-0.868702202	down	DEG	Blood_adult
0.615346568	up	Wdfy3	Walker_TBT	-0.63537791	down	DEG	Blood_adult
-0.64245961	down	Wrb	Walker_TBT	0.70013076	up	DEG	Blood_adult
0.618358004	up	Xkrx	Walker_TBT	0.976520807	up	DEG	Blood_adult
0.847849305	up	Zbtb20	Walker_TBT	0.712226446	up	DEG	Blood_adult
-1.046389743	down	Zbtb32	Walker_TBT	-0.747295235	down	DEG	Blood_adult
0.605927892	up	Zbtb33	Walker_TBT	1.072848751	up	DEG	Blood_adult
-1.310855677	down	Syp	Walker_TBT	-1.435124648	down	DEG	Blood_adult
1.592624208	up	Spon1	Walker_TBT	-1.637426252	down	DEG	Blood_adult
1.599796007	up	"chrY,90761207,90761575"	Aylor_TCDD	-0.889089535	down	DAR	Blood_adult
0.787321231	up	"chr10,20865035,20865378"	Aylor_TCDD	-0.679313966	down	DAR	Blood_adult
0.750420732	up	"chr16,32654419,32654691"	Aylor_TCDD	1.196953995	up	DAR	Blood_adult
0.589395153	up	"chr5,24776817,24777158"	Aylor_TCDD	-0.712064032	down	DAR	Blood_adult
0.793079878	up	"chr11,21303702,21303942"	Aylor_TCDD	-0.808460613	down	DAR	Blood_adult
0.716723109	up	"chr1,131038160,131038475"	Aylor_TCDD	-0.722602246	down	DAR	Blood_adult
-0.739050239	down	"chr17,88498143,88498417"	Aylor_TCDD	0.623490441	up	DAR	Blood_adult
0.693972766	up	"chr2,32121118,32121328"	Aylor_TCDD	0.596740267	up	DAR	Blood_adult
-0.691631258	down	"chr1,62691255,62691494"	Aylor_TCDD	-0.674121369	down	DAR	Blood_adult
0.663237244	up	"chr18,79263018,79263332"	Aylor_TCDD	-0.679635363	down	DAR	Blood_adult
-0.807883401	down	"chr19,11435054,11435310"	Aylor_TCDD	-0.746381697	down	DAR	Blood_adult
0.591864086	up	"chr1,43138473,43138795"	Aylor_TCDD	-0.618792562	down	DAR	Blood_adult
0.616862372	up	"chrX,77788731,77789043"	Aylor_TCDD	-0.596353588	down	DAR	Blood_adult
0.770251414	up	"chr10,20235682,20235942"	Aylor_TCDD	-0.59862534	down	DAR	Blood_adult
0.663834256	up	"chr3,31390000,31390278"	Aylor_TCDD	-0.820371508	down	DAR	Blood_adult
0.744550199	up	"chr1,40394609,40394835"	Aylor_TCDD	-0.631795853	down	DAR	Blood_adult
-0.717884937	down	"chr11,86739025,86739269"	Aylor_TCDD	-0.608677241	down	DAR	Blood_adult
0.59204407	up	"chr11,111093021,111093246"	Aylor_TCDD	-0.672875843	down	DAR	Blood_adult
-0.672707162	down	"chr10,13303913,13304223"	Aylor_TCDD	-0.714662192	down	DAR	Blood_adult
-0.668605708	down	"chr13,9199152,9199808"	Aylor_TCDD	-0.615868395	down	DAR	Blood_adult
0.628121992	up	"chr4,126235330,126235546"	Aylor_TCDD	-0.624285826	down	DAR	Blood_adult
1.56737105	up	"chr3,131474423,131474888"	Bartolomei_BPA10mg	-1.253187238	down	DAR	Blood_adult
2.291094392	up	"chr9,50592997,50593325"	Bartolomei_BPA10mg	-1.201652424	down	DAR	Blood_adult
1.272255166	up	"chr1,92972029,92972639"	Bartolomei_BPA10mg	-1.237204495	down	DAR	Blood_adult
1.330994082	up	"chr1,191281208,191281528"	Bartolomei_BPA10mg	-0.946005437	down	DAR	Blood_adult
1.5447116	up	"chr19,40639712,40640275"	Bartolomei_BPA10mg	-1.483488188	down	DAR	Blood_adult
1.864318093	up	"chr7,43273507,43273823"	Bartolomei_BPA10mg	-0.905347961	down	DAR	Blood_adult
1.665748041	up	"chr2,148522066,148522553"	Bartolomei_BPA10mg	-1.535295164	down	DAR	Blood_adult
1.704136122	up	"chr10,77550896,77551338"	Bartolomei_BPA10mg	-1.05729588	down	DAR	Blood_adult
1.296932324	up	"chr11,114907612,114908036"	Bartolomei_BPA10mg	-1.177011238	down	DAR	Blood_adult
1.4519386	up	"chr2,29771983,29772481"	Bartolomei_BPA10mg	-0.767916311	down	DAR	Blood_adult
1.903564028	up	"chr17,84107578,84107814"	Bartolomei_BPA10mg	-0.977984269	down	DAR	Blood_adult
1.28208455	up	"chr19,40637577,40637974"	Bartolomei_BPA10mg	-1.098911284	down	DAR	Blood_adult
1.548615771	up	"chr13,40968635,40969063"	Bartolomei_BPA10mg	-1.66404592	down	DAR	Blood_adult
1.073437184	up	"chr8,70544020,70544612"	Bartolomei_BPA10mg	-1.19875574	down	DAR	Blood_adult
1.669362157	up	"chr5,100860527,100861129"	Bartolomei_BPA10mg	-1.08984952	down	DAR	Blood_adult
1.733517429	up	"chr19,46901296,46901678"	Bartolomei_BPA10mg	-1.066952213	down	DAR	Blood_adult
1.802906571	up	"chr5,7980628,7980982"	Bartolomei_BPA10mg	-0.86033794	down	DAR	Blood_adult
1.375821232	up	"chr14,103007751,103008196"	Bartolomei_BPA10mg	-0.735833749	down	DAR	Blood_adult
2.364215404	up	"chr9,42296364,42296878"	Bartolomei_BPA10mg	-1.059268842	down	DAR	Blood_adult
1.63177745	up	"chr9,90274575,90274840"	Bartolomei_BPA10mg	-1.011355744	down	DAR	Blood_adult
1.232236492	up	"chr5,32122061,32122614"	Bartolomei_BPA10mg	-1.152967127	down	DAR	Blood_adult
1.992795206	up	"chr2,131423639,131423887"	Bartolomei_BPA10mg	-0.993196227	down	DAR	Blood_adult
1.46927305	up	"chr6,52955365,52955643"	Bartolomei_BPA10mg	-0.85917096	down	DAR	Blood_adult
1.256809568	up	"chr7,139984488,139984958"	Bartolomei_BPA10mg	-1.063456643	down	DAR	Blood_adult
1.863089952	up	"chr8,46326673,46327063"	Bartolomei_BPA10mg	-0.60367962	down	DAR	Blood_adult
0.991191177	up	"chr3,9020246,9020696"	Bartolomei_BPA10mg	-1.206777287	down	DAR	Blood_adult
1.543896465	up	"chr13,113485538,113485884"	Bartolomei_BPA10mg	-1.08264105	down	DAR	Blood_adult
1.727178831	up	"chr5,31956285,31956742"	Bartolomei_BPA10mg	-0.951720004	down	DAR	Blood_adult
1.44552789	up	"chr13,40320902,40321551"	Bartolomei_BPA10mg	-0.763796051	down	DAR	Blood_adult
1.251851315	up	"chr2,3664159,3664501"	Bartolomei_BPA10mg	-1.135589424	down	DAR	Blood_adult
1.567493608	up	"chr13,40971239,40971609"	Bartolomei_BPA10mg	-0.752031415	down	DAR	Blood_adult
1.084884185	up	"chr5,139405048,139405377"	Bartolomei_BPA10mg	-0.788119445	down	DAR	Blood_adult
1.522622319	up	"chr7,43530306,43530779"	Bartolomei_BPA10mg	-0.727451275	down	DAR	Blood_adult
1.4493365	up	"chr5,123832274,123832755"	Bartolomei_BPA10mg	-1.326996077	down	DAR	Blood_adult
1.381003174	up	"chr8,109578813,109579404"	Bartolomei_BPA10mg	-1.131936909	down	DAR	Blood_adult
1.396386887	up	"chr18,56733796,56734149"	Bartolomei_BPA10mg	-1.333225653	down	DAR	Blood_adult
1.214308216	up	"chr15,59784089,59784806"	Bartolomei_BPA10mg	-1.145934421	down	DAR	Blood_adult
1.43193327	up	"chr3,107783261,107783693"	Bartolomei_BPA10mg	-0.85806055	down	DAR	Blood_adult
1.254256479	up	"chrX,36082918,36083295"	Bartolomei_BPA10mg	-1.051671136	down	DAR	Blood_adult
1.933166721	up	"chr13,41230341,41230669"	Bartolomei_BPA10mg	-1.024570561	down	DAR	Blood_adult
1.213676622	up	"chr2,167772959,167773237"	Bartolomei_BPA10mg	-0.641686653	down	DAR	Blood_adult
1.607487831	up	"chr8,111562494,111562743"	Bartolomei_BPA10mg	-0.609044791	down	DAR	Blood_adult
2.411836493	up	"chr11,121799965,121800236"	Bartolomei_BPA10mg	-0.960259345	down	DAR	Blood_adult
0.970253104	up	"chr14,103058977,103059346"	Bartolomei_BPA10mg	-0.894019004	down	DAR	Blood_adult
2.049241216	up	"chr13,41473537,41473851"	Bartolomei_BPA10mg	-0.728809044	down	DAR	Blood_adult
1.388226455	up	"chr6,125445316,125445742"	Bartolomei_BPA10mg	-0.758523609	down	DAR	Blood_adult
1.589289455	up	"chr4,133353475,133353735"	Bartolomei_BPA10mg	-0.700097237	down	DAR	Blood_adult
1.7146927	up	"chr5,32077167,32077562"	Bartolomei_BPA10mg	-1.007256873	down	DAR	Blood_adult
1.74841115	up	"chr1,75187975,75188211"	Bartolomei_BPA10mg	-0.935821273	down	DAR	Blood_adult
1.41668734	up	"chr3,90695578,90696010"	Bartolomei_BPA10mg	-0.883648355	down	DAR	Blood_adult
1.571932388	up	"chr2,156850506,156850910"	Bartolomei_BPA10mg	-1.144503101	down	DAR	Blood_adult
1.485184903	up	"chr13,52985465,52985724"	Bartolomei_BPA10mg	-0.807578804	down	DAR	Blood_adult
1.741999409	up	"chr12,111437597,111438000"	Bartolomei_BPA10mg	-0.869754029	down	DAR	Blood_adult
2.301327074	up	"chr2,117925505,117925786"	Bartolomei_BPA10mg	-1.03791681	down	DAR	Blood_adult
1.553578284	up	"chr11,4232578,4233032"	Bartolomei_BPA10mg	-0.842845454	down	DAR	Blood_adult
1.58138549	up	"chr12,55824066,55824379"	Bartolomei_BPA10mg	-1.009770741	down	DAR	Blood_adult
1.34753352	up	"chr4,126017631,126018080"	Bartolomei_BPA10mg	-0.64045986	down	DAR	Blood_adult
1.851214679	up	"chr6,86639255,86639537"	Bartolomei_BPA10mg	-0.831256484	down	DAR	Blood_adult
1.082823045	up	"chr17,43137864,43138826"	Bartolomei_BPA10mg	-0.856549443	down	DAR	Blood_adult
1.617749551	up	"chr12,79320937,79321238"	Bartolomei_BPA10mg	-0.804958466	down	DAR	Blood_adult
1.218403383	up	"chr11,71251342,71251767"	Bartolomei_BPA10mg	-0.933383497	down	DAR	Blood_adult
0.995386868	up	"chr2,178414201,178415047"	Bartolomei_BPA10mg	-1.275883807	down	DAR	Blood_adult
1.318910054	up	"chr9,123936651,123936993"	Bartolomei_BPA10mg	-0.730705341	down	DAR	Blood_adult
1.580380876	up	"chr11,86652602,86653049"	Bartolomei_BPA10mg	-0.637075985	down	DAR	Blood_adult
1.548928876	up	"chr2,23960778,23961138"	Bartolomei_BPA10mg	-0.856215379	down	DAR	Blood_adult
1.299296538	up	"chr5,140115908,140116369"	Bartolomei_BPA10mg	1.43744363	up	DAR	Blood_adult
1.560585981	up	"chr12,73755619,73756137"	Bartolomei_BPA10mg	-1.011321144	down	DAR	Blood_adult
1.910763013	up	"chr6,129171724,129171995"	Bartolomei_BPA10mg	-1.044824028	down	DAR	Blood_adult
0.969475145	up	"chr2,75763247,75763677"	Bartolomei_BPA10mg	-0.694789481	down	DAR	Blood_adult
1.361752736	up	"chr18,46447617,46447970"	Bartolomei_BPA10mg	-1.184886727	down	DAR	Blood_adult
1.156052866	up	"chr13,9878526,9879062"	Bartolomei_BPA10mg	-0.912582721	down	DAR	Blood_adult
1.360474839	up	"chr8,46778110,46778653"	Bartolomei_BPA10mg	-0.741902799	down	DAR	Blood_adult
1.221291015	up	"chr3,50405943,50406265"	Bartolomei_BPA10mg	-0.82867864	down	DAR	Blood_adult
1.797520451	up	"chr4,109484624,109484931"	Bartolomei_BPA10mg	-1.246917456	down	DAR	Blood_adult
1.164735841	up	"chr1,74153604,74154072"	Bartolomei_BPA10mg	-0.783026929	down	DAR	Blood_adult
1.044424402	up	"chr10,118097962,118098290"	Bartolomei_BPA10mg	-0.937260497	down	DAR	Blood_adult
0.960940741	up	"chr15,101373221,101373790"	Bartolomei_BPA10mg	-0.946627542	down	DAR	Blood_adult
1.535403339	up	"chr2,167590473,167590791"	Bartolomei_BPA10mg	-0.995367173	down	DAR	Blood_adult
1.229573813	up	"chr15,59807768,59808091"	Bartolomei_BPA10mg	-0.592975788	down	DAR	Blood_adult
1.525143326	up	"chr1,74159708,74159907"	Bartolomei_BPA10mg	-0.925742235	down	DAR	Blood_adult
0.970784786	up	"chr8,121792133,121792545"	Bartolomei_BPA10mg	-0.839812445	down	DAR	Blood_adult
1.3611058	up	"chr1,9997650,9997923"	Bartolomei_BPA10mg	-0.813479002	down	DAR	Blood_adult
1.293143667	up	"chr3,101948454,101949035"	Bartolomei_BPA10mg	-0.82602524	down	DAR	Blood_adult
1.170670727	up	"chr16,24193330,24193903"	Bartolomei_BPA10mg	-1.027252421	down	DAR	Blood_adult
1.365046801	up	"chr4,6383434,6383841"	Bartolomei_BPA10mg	-0.966119622	down	DAR	Blood_adult
0.906137459	up	"chr7,31031817,31032175"	Bartolomei_BPA10mg	1.053749278	up	DAR	Blood_adult
1.200689971	up	"chr19,21383839,21384380"	Bartolomei_BPA10mg	-1.056462296	down	DAR	Blood_adult
1.240674958	up	"chr2,132599174,132599513"	Bartolomei_BPA10mg	-0.937004814	down	DAR	Blood_adult
1.363162244	up	"chr11,83124910,83125319"	Bartolomei_BPA10mg	-0.604742486	down	DAR	Blood_adult
1.394505885	up	"chr7,100443748,100444088"	Bartolomei_BPA10mg	-0.862644799	down	DAR	Blood_adult
1.033513237	up	"chr17,48247457,48247894"	Bartolomei_BPA10mg	-0.964613765	down	DAR	Blood_adult
1.597622397	up	"chr1,151620748,151621117"	Bartolomei_BPA10mg	-1.026557314	down	DAR	Blood_adult
1.362080002	up	"chr3,88442906,88443220"	Bartolomei_BPA10mg	-1.061276219	down	DAR	Blood_adult
1.221502715	up	"chr4,43560364,43560594"	Bartolomei_BPA10mg	-0.982392018	down	DAR	Blood_adult
1.170822374	up	"chr4,143288366,143289116"	Bartolomei_BPA10mg	-0.667516778	down	DAR	Blood_adult
1.557200943	up	"chr10,82969633,82969970"	Bartolomei_BPA10mg	-0.671062	down	DAR	Blood_adult
1.550158431	up	"chr11,71164187,71164526"	Bartolomei_BPA10mg	-0.92974759	down	DAR	Blood_adult
1.073812813	up	"chr2,103605802,103606494"	Bartolomei_BPA10mg	-0.768504566	down	DAR	Blood_adult
0.903402195	up	"chr14,70395054,70395423"	Bartolomei_BPA10mg	-0.611058548	down	DAR	Blood_adult
